species,n_classifiable,genus,inat_taxon_id,after_observer_cap,maximum_span_km_after_observer_cap,inat_taxon_id_sensitivity,after_observer_cap_sensitivity,maximum_span_km,latitude_n,mean_latitude,min_latitude,max_latitude,inat_taxon_id_photos,abs_mean_latitude,log1p_span_primary,log1p_span_sensitivity,taxon_id_source_disagreement,family,family_taxon_id,retrieval_status,pollination_guild,pollination_guild_raw,pollination_guild_mapped,admissible_source_backed_exact,pollination_notes,evidence_type,confidence
Muscari botryoides,65,Muscari,56134,298,11397.119882324245,56134,182,10297.126533337376,100,46.612305521772996,32.7584334174,60.7694788587,56134,46.612305521772996,9.341203698178223,9.239717267706496,False,Asparagaceae,47599.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500273"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Muscari"",""species_epithet"":""botryoides"",""author"":""(L.) Mill."",""matched"":""1"",""resolved"":""1"",""work_ID"":""29569"",""work_species"":""Muscari botryoides""} | {""trait_derived_ID"":""4508849"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Muscari"",""speci…",flora|review,medium
Myosotis latifolia,76,Myosotis,49132,274,18548.02849868482,49132,172,18410.16441355836,100,33.019642978573,-45.8453972528,44.1373429656,49132,33.019642978573,9.828172694625565,9.820712521198114,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,review,medium
Myosotis laxa,65,Myosotis,78150,125,19919.32571481822,78150,125,19919.32571481822,100,19.222182607663,-45.816883,63.82589659,78150,19.222182607663,9.899495882150404,9.899495882150404,False,Boraginaceae,48150.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500287"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Myosotis"",""species_epithet"":""laxa"",""author"":""Lehm."",""matched"":""1"",""resolved"":""1"",""work_ID"":""29678"",""work_species"":""Myosotis laxa""} | {""trait_derived_ID"":""5064927"",""ref_ID"":""10328"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Myosotis"",""species_epithet"":""l…",review,medium
Myosotis sparsiflora,74,Myosotis,513775,132,4632.21176344597,513775,122,4632.211763445969,100,53.900045110697,41.6978422531,65.8427286291,513775,53.900045110697,8.441005592001263,8.441005592001261,False,Boraginaceae,48150.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500301"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Myosotis"",""species_epithet"":""sparsiflora"",""author"":""J. C. Mikan ex Pohl"",""matched"":""1"",""resolved"":""1"",""work_ID"":""63523"",""work_species"":""Myosotis sparsiflora""}",flora|review,medium
Myrica gale,40,Myrica,82203,128,8415.440720244129,82203,128,8415.440720244129,100,49.539438997075,40.670955,65.2354638889,82203,49.539438997075,9.03794230055555,9.03794230055555,False,Myricaceae,49035.0,ok,wind,wind,wind,True,"{""trait_derived_ID"":""4500311"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""wind"",""genus"":""Myrica"",""species_epithet"":""gale"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""29768"",""work_species"":""Myrica gale""} | {""trait_derived_ID"":""4510689"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""wind"",""genus"":""Myrica"",""species_epithet"":""gale"",""author""…",review,medium
Myrtus communis,67,Myrtus,78159,366,10738.937373394683,78159,171,5148.586166946524,100,40.029069825441,32.7353509042,45.6565205467,78159,40.029069825441,9.281724536890797,8.546671634496358,False,Myrtaceae,51816.0,ok,mixed,mixed,mixed,True,"Bulk source austraits_all_target_floral_v7.0.0 record austraits:Stephens_2023:1282133: pollination_system = insect. | The CC0 literature synthesis classifies Myrtus communis as largely self-compatible (SC). | {""trait_derived_ID"":""1746951"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Myrtus"",""species_epithet"":""communis"",""author"":"""",""ma…",review,medium
Nama hispida,61,Nama,359066,157,2010.7002549606584,359066,157,2010.7002549606584,100,30.750173198945,22.457848072,36.7868283333,359066,30.750173198945,7.606735541473425,7.606735541473425,False,Boraginaceae,48150.0,ok,unknown,,,False,unknown,inference,low
Navarretia heterodoxa,65,Navarretia,57209,117,126.26160683198373,57209,116,126.26160683198373,100,37.466604454186,37.1384083333,37.9989583333,57209,37.466604454186,4.846244864096015,4.846244864096015,False,Polemoniaceae,48932.0,ok,,,,False,,,
Nelumbo nucifera,43,Nelumbo,82814,292,19823.500352664018,82814,165,19673.147461630848,100,24.505737859756,-34.5823058868,51.7098069196,82814,24.505737859756,9.894673843293345,9.8870607412988,False,Nelumbonaceae,71577.0,ok,mixed,mixed,mixed,True,"Bulk source austraits_all_target_floral_v7.0.0 record austraits:Stephens_2023:1282134: pollination_system = insect. | {""trait_derived_ID"":""1013970"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""beetle/insect"",""genus"":""Nelumbo"",""species_epithet"":""nucifera"",""author"":""Gaertn."",""matched"":""1"",""resolved"":""1"",""work_ID"":""30084"",""work_species"":""Nelumbo nucifera…",flora|review,medium
Nicandra physalodes,45,Nicandra,78217,323,19891.56121447996,78217,190,19476.26373183359,100,11.464027105135001,-46.4296439701,60.9722844168,78217,11.464027105135001,9.898101132511249,9.8770031018187,False,Solanaceae,48516.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Nicandra physalodes as largely self-compatible (SC). | {""trait_derived_ID"":""1013991"",""ref_ID"":""10199"",""trait_ID"":""3.6.3"",""trait_value"":""bee/insect"",""genus"":""Nicandra"",""species_epithet"":""physalodes"",""author"":""(L.) Gaertn."",""matched"":""1"",""resolved"":""1"",""work_ID"":""30342"",""work_species"":""Nicandra physalodes""} | {""trait_de…",flora|review,medium
Nicotiana longiflora,51,Nicotiana,165704,111,14707.977749832438,165704,111,14707.977749832438,100,-32.305874347027995,-38.694481232,29.7082361111,165704,32.305874347027995,9.596213317627495,9.596213317627495,False,Solanaceae,48516.0,ok,unknown,,,False,The CC0 literature synthesis classifies Nicotiana longiflora as largely self-compatible (SC).,flora|review,medium
Ochna serrulata,59,Ochna,165763,108,18687.72323507404,165763,108,18687.72323507404,100,-27.175115521048,-36.8864343902,22.4441717496,165763,27.175115521048,9.835675585386067,9.835675585386067,False,Ochnaceae,71579.0,ok,unknown,,,False,unknown,review,medium
Odontites luteus,66,Odontites,497526,162,3800.913055135254,497526,162,3800.913055135254,100,44.462688955342,40.2867142076,52.6313494116,497526,44.462688955342,8.243259654595219,8.243259654595219,False,Orobanchaceae,47322.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4497784"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Odontites"",""species_epithet"":""luteus"",""author"":""(L.) Clairv."",""matched"":""1"",""resolved"":""1"",""work_ID"":""30640"",""work_species"":""Odontites luteus""}",review,medium
Olearia lirata,68,Olearia,404291,114,957.1795509858964,404291,114,957.1795509858964,100,-38.346265631554004,-43.1368953171,-34.7895948304,404291,38.346265631554004,6.865035183150432,6.865035183150432,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1666658: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:Williams_2011:1725885: pollination_system = biotic_unspecialised.,review,medium
Olsynium biflorum,47,Olsynium,346964,117,983.8435104679796,346964,117,983.8435104679796,100,-52.121046302291,-55.0534504463,-46.5667895103,346964,52.121046302291,6.892482755929157,6.892482755929157,False,Iridaceae,47781.0,ok,unknown,,,False,unknown,inference,low
Omphalodes verna,62,Omphalodes,165840,117,2638.4683097272773,165840,117,2638.4683097272773,100,51.137817711701,44.45926883,64.2242253108,165840,51.137817711701,7.878332778026518,7.878332778026518,False,Boraginaceae,48150.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500375"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Omphalodes"",""species_epithet"":""verna"",""author"":""Moench"",""matched"":""1"",""resolved"":""1"",""work_ID"":""30883"",""work_species"":""Omphalodes verna""} | {""trait_derived_ID"":""4508665"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Omphalodes"",""species_ep…",review,medium
Oreomecon alpina,73,Oreomecon,1473089,234,2011.2887673197304,1473089,190,2011.2887673197304,100,46.203167470833996,42.0831680635,47.7881997353,1473089,46.203167470833996,7.6070280434459745,7.6070280434459745,False,Papaveraceae,47332.0,ok,,,,False,,,
Ornithopus compressus,52,Ornithopus,334746,119,19953.30890117819,334746,119,19953.30890117819,100,15.161240451192,-43.5660499533,47.8251451547,334746,15.161240451192,9.901200384018066,9.901200384018066,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Ornithopus compressus as largely self-compatible (SC). | {""trait_derived_ID"":""1746993"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Ornithopus"",""species_epithet"":""compressus"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""31273"",""work_species"":""Ornithopus compressus""}",review,medium
Oxalis violacea,50,Oxalis,81796,485,3357.424669316605,81796,193,2406.2638374529984,100,37.439447135673,18.7916055597,47.70341165,81796,37.439447135673,8.119227294595788,7.786246044344811,False,Oxalidaceae,47759.0,ok,unknown,,,False,unknown,inference,low
Oxytropis campestris,45,Oxytropis,154238,245,9122.574088787103,154238,167,9122.574088787103,100,51.342304714577004,41.2391911908,68.730714,154238,51.342304714577004,9.118616901997655,9.118616901997655,False,Fabaceae,47122.0,ok,unknown,,,False,The CC0 literature synthesis classifies Oxytropis campestris as largely self-incompatible (SI).,review,medium
Papaver dubium,44,Papaver,55918,448,19982.84418353291,55918,170,19982.84418353291,100,37.841943678763,-45.6201549716,58.424323,55918,37.841943678763,9.902679435273958,9.902679435273958,False,Papaveraceae,47332.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""1747029"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Papaver"",""species_epithet"":""dubium"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""31985"",""work_species"":""Papaver dubium""} | {""trait_derived_ID"":""4500457"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Papaver"",""species_epithet"":""dubiu…",flora|review,medium
Parthenium confertum,82,Parthenium,166157,147,1272.002404634444,166157,147,1272.002404634444,100,29.32353430149,24.6504466667,35.6829515862,166157,29.32353430149,7.149133487506482,7.149133487506482,False,Asteraceae,47604.0,ok,,,,False,,,
Passiflora mixta,41,Passiflora,51449,136,8010.18199383726,51449,136,8010.18199383726,100,0.421315120307,-14.4252817988,37.768845,51449,0.421315120307,8.988593593949485,8.988593593949485,False,Passifloraceae,51451.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""5065106"",""ref_ID"":""10328"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Passiflora"",""species_epithet"":""mixta"",""author"":""L.f."",""matched"":""1"",""resolved"":""1"",""work_ID"":""32337"",""work_species"":""Passiflora mixta""}",review,medium
Pectis multiseta,82,Pectis,273980,118,195.6826436446867,273980,118,195.6826436446867,100,23.615485013745,22.8777866667,24.58145,273980,23.615485013745,5.281591483803245,5.281591483803245,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Pectis papposa,79,Pectis,78362,439,1920.6962820769488,78362,182,1681.0485466159505,100,32.976552625214,24.1098014133,39.5628591959,78362,32.976552625214,7.560963555231274,7.427767702551548,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,flora,medium
Penstemon speciosus,60,Penstemon,78422,123,1520.3278416983603,78422,123,1520.3278416983603,100,42.280145256062,34.360267,47.924625,78422,42.280145256062,7.327338812556045,7.327338812556045,False,,,error:HTTPError:HTTP Error 429: normal_throttling,,,,False,,,
Pentanema squarrosum,42,Pentanema,1262449,146,4009.768538264264,1262449,139,4009.768538264264,100,46.161414358032,39.7466429543,54.2757275971,1262449,46.161414358032,8.296738157364556,8.296738157364556,False,Asteraceae,47604.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499805"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Inula"",""species_epithet"":""conyzae"",""author"":""(Griess.) Meikle"",""matched"":""1"",""resolved"":""1"",""work_ID"":""440646"",""work_species"":""Pentanema squarrosum""} | {""trait_derived_ID"":""4509970"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee/fly"",""genus"":""Inula"",""sp…",review,medium
Persicaria nepalensis,61,Persicaria,204377,159,19846.62740554876,204377,155,19846.62740554876,100,21.176991737483,-10.58847,54.0093559592,204377,21.176991737483,9.895839752802686,9.895839752802686,False,Polygonaceae,48382.0,ok,unknown,,,False,unknown,flora,medium
Persicaria pensylvanica,72,Persicaria,78455,437,8990.823480868956,78455,174,4636.084864047391,100,39.683114194807,19.0081108199,47.3596181345,78455,39.683114194807,9.104070941254506,8.441841185722241,False,Polygonaceae,48382.0,ok,unknown,,,False,unknown,flora,medium
Phlomoides tuberosa,63,Phlomoides,909773,154,9529.280677744538,909773,149,9529.280677744538,100,51.626518593407,41.46746749,61.2356192364,909773,51.626518593407,9.16222944823391,9.16222944823391,False,Lamiaceae,48623.0,ok,unknown,,,False,unknown,inference,low
Phlox diffusa,78,Phlox,78544,254,1800.8869350636105,78544,173,1787.5767880930089,100,43.488762376631,34.8128184442,50.2885666667,78544,43.488762376631,7.496589692061947,7.489175492131912,False,,,error:HTTPError:HTTP Error 429: normal_throttling,bumblebees,bumblebees,bee,True,"pollinated. The study showed that due to early blooming of Phlox diffusa, butterflies and bumblebees visited the flowers less frequently than expected but still are considered major pollinat",review,low
Phlox longifolia,71,Phlox,166706,323,1968.2040766614573,166706,163,1952.355334204599,100,42.095947684418,35.9861579502,49.9290481258,166706,42.095947684418,7.585384718093896,7.577303857084194,False,Polemoniaceae,48932.0,ok,,,,False,,,
Phlox roemeriana,63,Phlox,166722,149,362.7539635892785,166722,149,362.7539635892785,100,29.96279590525,29.1044852999,31.5946461084,166722,29.96279590525,5.896477714891707,5.896477714891707,False,Polemoniaceae,48932.0,ok,,,,False,,,
Pimelea serpyllifolia,53,Pimelea,526712,129,1294.352719013125,526712,128,1294.352719013125,100,-37.920889947417,-39.9075496926,-33.4678032411,526712,37.920889947417,7.166538306941997,7.166538306941997,False,Thymelaeaceae,50313.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:Draper_2023:443095: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1674637: pollination_syndrome = insect.,review,medium
Pinguicula vulgaris,56,Pinguicula,121266,371,9704.316493061062,121266,181,9063.752667714412,100,57.092776765331,40.5140894781,69.5414895478,121266,57.092776765331,9.180429106412028,9.112148838505025,False,Lentibulariaceae,57860.0,ok,mixed,mixed,mixed,True,"in the three alpine Drosera species. I found that all Drosera species examined were fully self-compatible and that selfing reduced pollinator-prey conflict (mediated by pollen-limitation) by redu | {""trait_derived_ID"":""4500560"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Pinguicula"",""species_epithet"":""vulgaris"",""author"":""L."",""matched…",inference|review,low
Piqueria trinervia,69,Piqueria,289775,104,1401.4892999336157,289775,104,1401.4892999336157,100,19.922677538066,16.6811083333,23.6411371235,289775,19.922677538066,7.246004008086904,7.246004008086904,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Pittosporum revolutum,41,Pittosporum,353972,251,2107.3286382270885,353972,190,2107.3286382270885,100,-30.944401190906,-37.4737478669,-18.83877,353972,30.944401190906,7.653650797997268,7.653650797997268,False,Pittosporaceae,51596.0,ok,mixed,mixed,mixed,True,Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1674929: pollination_syndrome = insect.,review,medium
Plantago media,52,Plantago,59779,408,9291.697891538275,59779,184,8957.362682114272,100,51.658851549541,40.6878829824,66.3374249192,59779,51.658851549541,9.136984197778743,9.100342752899476,False,Plantaginaceae,50638.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4509668"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee/beetle/butterfly/fly"",""genus"":""Plantago"",""species_epithet"":""media"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""34867"",""work_species"":""Plantago media""}",flora|review,medium
Polycalymma stuartii,76,Polycalymma,324403,136,1651.994678730964,324403,136,1651.994678730964,100,-30.37053431582,-35.5834390483,-22.9659625187,324403,30.37053431582,7.410343878657321,7.410343878657321,False,Asteraceae,47604.0,ok,,,,False,,,
Polygala comosa,43,Polygala,447849,126,5895.967089640848,447849,126,5895.967089640848,100,52.132150936942,43.7521738723,59.6135739851,447849,52.132150936942,8.682193445120229,8.682193445120229,False,Polygalaceae,61207.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500634"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Polygala"",""species_epithet"":""comosa"",""author"":""Schkuhr"",""matched"":""1"",""resolved"":""1"",""work_ID"":""57505"",""work_species"":""Polygala comosa""} | {""trait_derived_ID"":""4508724"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""bee"",""genus"":""Polygala"",""species_epithet""…",review,medium
Portulaca suffrutescens,58,Portulaca,167315,128,1332.3477991478258,167315,128,1332.3477991478258,100,31.212421976247,23.1105945,34.8782769293,167315,31.212421976247,7.1954482007359335,7.1954482007359335,False,Portulacaceae,47365.0,ok,,,,False,,,
Potentilla concinna,82,Potentilla,78723,146,2074.247875827328,78723,125,2074.247875827328,100,49.557974214091,37.9852666667,55.253925,78723,49.557974214091,7.63783588376027,7.63783588376027,False,Rosaceae,47148.0,ok,,,,False,,,
Potentilla indica,45,Potentilla,243824,538,19875.913926613302,243824,190,19920.56189765767,100,28.858366506868002,-43.5931201324,55.7046104835,243824,28.858366506868002,9.89731423308054,9.899557936581754,False,Rosaceae,47148.0,ok,mixed,mixed,mixed,True,"Bulk source austraits_all_target_floral_v7.0.0 record austraits:Stephens_2023:1282165: pollination_system = insect. | {""trait_derived_ID"":""1747165"",""ref_ID"":""10247"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Potentilla"",""species_epithet"":""indica"",""author"":"""",""matched"":""1"",""resolved"":""1"",""work_ID"":""50880"",""work_species"":""Potentilla indica""} | {""trait…",review,medium
Potentilla simplex,75,Potentilla,82097,464,3202.350707365856,82097,192,3124.6543357210094,100,40.439467898293,30.5685883333,47.8649244499,82097,40.439467898293,8.07195263701696,8.047398927682737,False,Rosaceae,47148.0,ok,unknown,,,False,unknown,inference,low
Primula elatior,58,Primula,55840,508,7514.757720226781,55840,189,7309.149158237571,100,51.133729238012,41.9515380539,65.9597760616,55840,51.133729238012,8.924757124812457,8.897018957219315,False,Primulaceae,48064.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Primula elatior as largely self-incompatible (SI). | {""trait_derived_ID"":""4500761"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Primula"",""species_epithet"":""elatior"",""author"":""(L.) Hill"",""matched"":""1"",""resolved"":""1"",""work_ID"":""36191"",""work_species"":""Primula elatior""} | {""trait_derived_ID"":""450924…",review,medium
Prunus mahaleb,52,Prunus,126808,201,19598.94517150423,126808,179,19598.94517150423,100,44.675996127501,-41.29384868,56.1226971667,126808,44.675996127501,9.883282047842464,9.883282047842464,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Prunus mahaleb as largely self-compatible (SC). | {""trait_derived_ID"":""4500789"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Prunus"",""species_epithet"":""mahaleb"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""36375"",""work_species"":""Prunus mahaleb""} | {""trait_derived_ID"":""4510777"",""ref_ID"":…",flora|review,medium
Pseudo-fumaria lutea,68,Pseudo-fumaria,1686778,386,9451.899967081716,1686778,181,19537.36307626865,100,49.410955449564,38.0381813049,60.6699485779,1686778,49.410955449564,9.154076848234803,9.880135149122866,False,Papaveraceae,47332.0,ok,,,,False,,,
Pseudognaphalium affine,82,Pseudognaphalium,357436,102,5190.738768539829,357436,102,5190.738768539829,100,29.636965458230996,22.0202866667,38.6092624108,357436,29.636965458230996,8.554823942892359,8.554823942892359,False,Asteraceae,47604.0,ok,unknown,,,False,unknown,inference,low
Pulmonaria obscura,47,Pulmonaria,245677,394,8374.043220772846,245677,155,3745.1362426214696,100,53.208891790152,43.3683831,61.4485615671,245677,53.208891790152,9.033011517369246,8.22848025250322,False,Boraginaceae,48150.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4500831"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Pulmonaria"",""species_epithet"":""obscura"",""author"":""Dumort."",""matched"":""1"",""resolved"":""1"",""work_ID"":""37291"",""work_species"":""Pulmonaria obscura""}",review,medium
Pultenaea villosa,65,Pultenaea,334802,199,1193.5555456384084,334802,137,1190.8147689500329,100,-29.872998819449,-35.8198627831,-25.2114974652,334802,29.872998819449,7.085529466847053,7.083232440374067,False,Fabaceae,47122.0,ok,unknown,,,False,unknown,review,medium
Purshia stansburyana,48,Purshia,78787,194,1633.9135825863875,78787,164,1148.7687295923024,100,37.088489101797,29.5650783333,41.6174441972,78787,37.088489101797,7.399345227247271,7.047316096430688,False,Rosaceae,47148.0,ok,,,,False,,,
Pycnanthemum virginianum,85,Pycnanthemum,154473,220,2170.6552184878765,154473,177,2170.270530216972,100,42.162592601487006,35.0433166667,47.6402427089,154473,42.162592601487006,7.683244929267367,7.683067772993385,False,Lamiaceae,48623.0,ok,unknown,,,False,unknown,inference,low
Pyrola elliptica,44,Pyrola,82515,388,3834.5999767354415,82515,174,2884.59527561403,100,45.00706013236599,38.9362299419,53.5998125144,82515,45.00706013236599,8.252081149214098,7.9674864923596935,False,Ericaceae,133387.0,ok,unknown,,,False,unknown,flora,medium
Ranunculus kuepferi,79,Ranunculus,210266,112,569.838066164321,210266,112,569.838066164321,100,45.587940979924994,44.0899725559,47.1174245,210266,45.587940979924994,6.347105572524681,6.347105572524681,False,,,error:HTTPError:HTTP Error 429: normal_throttling,unknown,,,False,unknown,inference,low
Ranunculus lyallii,70,Ranunculus,354562,371,547.8111198104075,354562,179,545.2116731599341,100,-43.812749324432,-46.7435386118,-42.6295206356,354562,43.812749324432,6.307754338251606,6.303006580396615,False,Ranunculaceae,48231.0,ok,unknown,,,False,unknown,inference,low
Ranunculus trichophyllus,74,Ranunculus,486980,108,19805.930609481195,486980,108,19805.930609481195,100,25.098134185097003,-46.3915935713,64.3908160514,486980,25.098134185097003,9.893787186218022,9.893787186218022,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1584951: pollination_syndrome = insect. | Bulk source austraits_all_target_floral_v7.0.0 record austraits:White_2020:1689806: pollination_syndrome = insect. | {""trait_derived_ID"":""4500929"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Ranunculus"",""species_epithe…",review,medium
Ranunculus uncinatus,44,Ranunculus,63898,153,2399.92262810885,63898,153,2399.92262810885,100,46.103237489769,37.2964005454,57.0735398594,63898,46.103237489769,7.783608370841067,7.783608370841067,False,Ranunculaceae,48231.0,ok,unknown,,,False,unknown,flora,medium
Rhododendron canadense,45,Rhododendron,153942,388,1952.0809004855032,153942,191,1951.2862928628351,100,45.315609157294006,41.1125991326,50.2815833333,153942,45.315609157294006,7.5771633537184355,7.576756422644202,False,Ericaceae,133387.0,ok,unknown,,,False,"Reported index values for Rhododendron canadense: [1, 1]; consistently high indices support self-compatibility. Source reference keys: Wheelwright_etal_2006.",flora|review,medium
Rhododendron catawbiense,48,Rhododendron,49486,275,794.3545456786431,49486,184,787.9957456327475,100,36.642287174907004,33.80652,39.6307216667,49486,36.642287174907004,6.678787984646631,6.67076092873089,False,Ericaceae,133387.0,ok,unknown,,,False,unknown,flora,medium
Rhododendron pseudochrysanthum,50,Rhododendron,524497,201,299.4782170570167,524497,141,299.4782170570167,100,24.008844997917,22.6144389318,25.1918888889,524497,24.008844997917,5.705375262352855,5.705375262352855,False,Ericaceae,133387.0,ok,unknown,,,False,unknown,flora,medium
Rhododendron tomentosum,61,Rhododendron,516757,491,8837.356686077797,516757,191,8402.067574219629,100,60.397298114098,47.814129,72.4738533333,516757,60.397298114098,9.08685624311096,9.036352105573812,False,,,error:HTTPError:HTTP Error 429: normal_throttling,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4499985"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Ledum"",""species_epithet"":""palustre"",""author"":""L."",""matched"":""1"",""resolved"":""1"",""work_ID"":""440817"",""work_species"":""Rhododendron tomentosum""}",flora|review,medium
Rhynchospora colorata,51,Rhynchospora,132685,140,4005.173109403297,132685,140,4005.173109403297,100,27.981709011558,5.2166963567,36.687954,132685,27.981709011558,8.295591727824155,8.295591727824155,False,Cyperaceae,47161.0,ok,unknown,,,False,unknown,inference,low
Rorippa palustris,63,Rorippa,64162,258,19279.361931999967,64162,158,19201.086776840817,100,40.874718333327,-46.5531381798,69.2469722222,64162,40.874718333327,9.866842340394975,9.862774238403738,False,Brassicaceae,47204.0,ok,mixed,mixed,mixed,True,"The CC0 literature synthesis classifies Rorippa palustris as largely self-compatible (SC). | {""trait_derived_ID"":""4500981"",""ref_ID"":""10313"",""trait_ID"":""3.6.2"",""trait_value"":""insect"",""genus"":""Rorippa"",""species_epithet"":""palustris"",""author"":""(L.) Besser"",""matched"":""1"",""resolved"":""1"",""work_ID"":""38661"",""work_species"":""Rorippa palustris""} | {""trait_derived_ID"":""…",flora|review,medium
Rosa blanda,50,Rosa,83062,120,2572.3230322929435,83062,120,2572.3230322929435,100,44.723776261158,39.9170830906,55.7526409726,83062,44.723776261158,7.85295335134773,7.85295335134773,False,Rosaceae,47148.0,ok,unknown,,,False,unknown,flora,medium
Rosa multiflora,71,Rosa,78882,535,11746.212392483903,78882,196,11529.10559019056,100,40.68258016151,32.8734624,52.5434524841,78882,40.68258016151,9.371371248232828,9.352716771086788,False,Rosaceae,47148.0,ok,mixed,mixed,mixed,True,"{""trait_derived_ID"":""4510971"",""ref_ID"":""10315"",""trait_ID"":""3.6.3"",""trait_value"":""insect"",""genus"":""Rosa"",""species_epithet"":""multiflora"",""author"":""Thunb."",""matched"":""1"",""resolved"":""1"",""work_ID"":""38700"",""work_species"":""Rosa multiflora""}",flora|review,medium
Rubus chamaemorus,58,Rubus,153003,408,8569.839783503727,153003,149,8290.970278526891,100,58.514371657079,44.2528103575,78.6335145709,153003,58.514371657079,9.05612099786496,9.023042889194071,False,Rosaceae,47148.0,ok,unknown,,,False,unknown,flora,medium
